_T1,label,_T2,instances,date_B2,length,ext,value
EShia0071536,0839MahdiAhmadIbnYahya.BahrZakhkhar,Zaydiyya0000063,1,839,530232,-ara1,Zaydiyya0000063-ara1
EShia0071536,0772ShamsDinHanbaliZarqashi.SharhCalaMukhtasarKhiraqi,Shamela0021743,1,772,583799,-ara1,Shamela0021743-ara1
EShia0071536,0756TaqiDinSubki.Ibhaj,Sham19Y0147104,1,756,619208,-ara3,Sham19Y0147104-ara3
EShia0071536,0597IbnJawzi.Tabsira,JK007063,1,597,182708,-ara1,JK007063-ara1
EShia0071536,1450MuhammadIbnHasanCujri.IclamAclam,Zaydiyya0000149,4,1450,88252,-ara1,Zaydiyya0000149-ara1
EShia0071536,0463IbnCabdBarr.TamhidMuwatta,Shamela0001719,1,463,1440990,-ara1,Shamela0001719-ara1
EShia0071536,0923AhmadQastallani.IrshadSari,Shamela0021715,2,923,3401828,-ara1.completed,Shamela0021715-ara1.completed
EShia0071536,1081MuhammadSalihMazandarani.SharhUsulKafi,Shia001174Vols,3,1081,1847218,-ara1,Shia001174Vols-ara1
EShia0071536,1090KhamisShiqsi.MinhajTalibin,ShamIbadiyya0000185,2,1090,1395224,-ara1,ShamIbadiyya0000185-ara1
EShia0071536,0619IbnCabdWahidGhafiqi.LamahatAnwar,ShamAY0034080,1,619,128141,-ara1,ShamAY0034080-ara1
EShia0071536,0643DiyaDinMuqaddasi.NasihaLiSultanMusaAshraf,ShamAY0034297,1,643,1274,-ara1,ShamAY0034297-ara1
EShia0071536,1104IbnHasanHurrCamili.WasailShica,Shia001187Vols,25,1104,3396204,-ara1,Shia001187Vols-ara1
EShia0071536,0786ShahidAwwal.Arbacuna,Shia001385,1,786,22213,-ara1,Shia001385-ara1
EShia0071536,0671AbuCabdAllahQurtubi.JamicLiAhkamQuran,Shia002616Vols,3,671,2198957,-ara1,Shia002616Vols-ara1
EShia0071536,1393MuhammadTahirIbnCashurTunisi.TahrirWaTanwir,Shamela0009776,2,1393,2910513,-ara1,Shamela0009776-ara1
EShia0071536,1205MurtadaZabidi.TakhrijAhadithIhyaCulumDin,Sham19Y0038171,2,1205,797873,-ara1,Sham19Y0038171-ara1
EShia0071536,0328IbnCabdRabbihi.CiqdFarid,Shamela0023789,2,328,552801,-ara1.completed,Shamela0023789-ara1.completed
EShia0071536,0728IbnTaymiyya.MinhajSunna,Shamela0000927,1,728,648679,-ara1,Shamela0000927-ara1
EShia0071536,0885BurhanDinBiqaci.MasacidNazar,Shamela0001404,1,885,148063,-ara1,Shamela0001404-ara1
EShia0071536,1119IbnMuhammadMaghribi.BadrTamam,Sham19Y0017747,2,1119,956211,-ara1,Sham19Y0017747-ara1
EShia0071536,0182AbuYusufYacqub.Athar,Shamela0012987,2,182,43513,-ara1,Shamela0012987-ara1
EShia0071536,1244AhmadNaraqi.MustanadShica,Shia000298Vols,13,1244,1881763,-ara1,Shia000298Vols-ara1
EShia0071536,1031BahaDinCamili.HablMatin,Shia000207,2,1031,151683,-ara1,Shia000207-ara1
EShia0071536,0700MuhammadIbnMuhammadSabzawari.MacarijYaqin,Shia004012,2,700,94618,-ara1,Shia004012-ara1
EShia0071536,0751IbnQayyimJawziyya.AmthalFiQuran,Shia002657,1,751,14301,-ara1,Shia002657-ara1
EShia0071536,1250Shawkani.NaylAwtar,Shamela0009242,2,1250,1183626,-ara1,Shamela0009242-ara1
EShia0071536,0483IbnMuhammadIbnMaghaziliWasiti.ManaqibCali,Shamela0026456,1,483,54784,-ara1,Shamela0026456-ara1
EShia0071536,0458Bayhaqi.AsmaWaSifat,Shamela0009270,1,458,152024,-ara1.completed,Shamela0009270-ara1.completed
EShia0071536,0845Maqrizi.ImtacAsmac,Shia003616Vols,2,845,1709960,-ara1,Shia003616Vols-ara1
EShia0071536,0373AbuLaythSamarqandi.TanbihGhafilin,Shamela0010488,1,373,142033,-ara1,Shamela0010488-ara1
EShia0071536,0548IbnHasanTabarsi.MakarimAkhlaq,Shia001340,1,548,135191,-ara1,Shia001340-ara1
EShia0071536,0728IbnTaymiyya.Istiqama,JK000028,1,728,107141,-ara1,JK000028-ara1
EShia0071536,1122MuhammadZurqani.SharhCalaMuwatta,Shamela0000551,2,1122,946947,-ara1,Shamela0000551-ara1
EShia0071536,0458Bayhaqi.DacawatKabir,Shamela0008970,2,458,60928,-ara1.completed,Shamela0008970-ara1.completed
EShia0071536,0750IbnYusufZarandi.MacarijWusul,Shia003716,1,750,40287,-ara1,Shia003716-ara1
EShia0071536,0449IbnBattalQurtubi.SharhSahihBukhari,JK009324,1,449,1139200,-ara1,JK009324-ara1
EShia0071536,0367AbuLaythSamarqandi.BahrCulum,Shamela0023594,6,367,660918,-ara1,Shamela0023594-ara1
EShia0071536,0744IbnCabdHadi.TanqihTahqiq,Shamela0010657,1,744,386060,-ara1,Shamela0010657-ara1
EShia0071536,0894CabdRahmanSufuri.NuzhatMajalis,Shamela0028168,1,894,249023,-ara1,Shamela0028168-ara1
EShia0071536,0329IbnYacqubKulayni.Kafi,Shia001122Vols,17,329,1411044,-ara1,Shia001122Vols-ara1
EShia0071536,1369MuhammadRida.Muhammad,Shamela0012935,1,1369,119101,-ara1,Shamela0012935-ara1
EShia0071536,0743SharafDinTibi.SharhMishkat,Sham19Y0122257,3,743,1063822,-ara1,Sham19Y0122257-ara1
EShia0071536,0510AbuBakrShirazi.MacaliSihah,ShamAY0032842,1,510,6519,-ara1,ShamAY0032842-ara1
EShia0071536,1420IbnBaz.MajmucFatawa,Shamela0021537,2,1420,1986747,-ara1,Shamela0021537-ara1
